"KEY","CODE","DESCRIPTION","TEXT","TITLE",
"splicePlate","IfcPlateSPLICEPLATE","A plate connecting two members joined at ends.","splice plate","IfcPlate.SPLICE_PLATE",
"stiffenerPlate","IfcPlateSTIFFENERPLATE","A transversal plate added to a flange or a web plate for local stiffening.","stiffener plate","IfcPlate.STIFFENER_PLATE",
"webPlate","IfcPlateWEBPLATE","A plate connecting flange plates in linear members having box or I-profile.","web plate","IfcPlate.WEB_PLATE",
"plateUserDefined","IfcPlateUSERDEFINED","User-defined linear element.","plate user defined","IfcPlate.USERDEFINED",
"plateNotdefined","IfcPlateNOTDEFINED","Undefined linear element.","plate notdefined","IfcPlate.NOTDEFINED",
"railingBalustrade","IfcRailingBALUSTRADE","Similar to the definitions of a guardrail except the location is at the edge of a floor, rather then a stair or ramp. Examples are balustrates at roof-tops or balconies, or along a bridge or on top of a retaining wall.","railing balustrade","IfcRailing.BALUSTRADE",
"railingFence","IfcRailingFENCE","NOTE Definition from ISO6707-1: non-load bearing vertical construction, usually lightweight, which bounds or subdivides an external area.","railing fence","IfcRailing.FENCE",
"railingGuardrail","IfcRailingGUARDRAIL","A type of railing designed to guard human or vehicle occupants from falling off a stair, ramp or landing where there is a vertical drop at the edge of such floors/landings, or to provide restraint to an errant road vehicle, installed on the central reserve of or alongside a road.","railing guardrail","IfcRailing.GUARDRAIL",
"railingHandrail","IfcRailingHANDRAIL","A type of railing designed to serve as an optional structural support for loads applied by human occupants (at hand height). Generally located adjacent to ramps and stairs. Generally floor or wall mounted.","railing handrail","IfcRailing.HANDRAIL",
"railingUserDefined","IfcRailingUSERDEFINED","User-defined railing element, a term to identify the user type is given by the attribute IfcRailing.ObjectType.","railing user defined","IfcRailing.USERDEFINED",
"railingNotdefined","IfcRailingNOTDEFINED","Undefined railing element, no type information available.","railing notdefined","IfcRailing.NOTDEFINED",
"halfTurnRamp","IfcRampHALFTURNRAMP","A ramp making a 180° turn, consisting of two straight flights connected
by a halfspace landing. The orientation of the turn is determined by the walking line.","half turn ramp","IfcRamp.HALF_TURN_RAMP",
"quarterTurnRamp","IfcRampQUARTERTURNRAMP","A ramp making a 90° turn, consisting of two straight flights connected by
a quarterspace landing. The direction of the turn is determined by the walking line.","quarter turn ramp","IfcRamp.QUARTER_TURN_RAMP",
"spiralRamp","IfcRampSPIRALRAMP","A ramp constructed around a circular or elliptical well without newels and
landings.","spiral ramp","IfcRamp.SPIRAL_RAMP",
"straightRunRamp","IfcRampSTRAIGHTRUNRAMP","A ramp - which is a sloping floor, walk, or roadway - connecting two levels.
The straight ramp consists of one straight flight without turns or winders.","straight run ramp","IfcRamp.STRAIGHT_RUN_RAMP",
"twoQuarterTurnRamp","IfcRampTWOQUARTERTURNRAMP","A ramp making a 180° turn, consisting of three straight flights connected
by two quarterspace landings. The direction of the turn is determined by the walking line.","two quarter turn ramp","IfcRamp.TWO_QUARTER_TURN_RAMP",
"twoStraightRunRamp","IfcRampTWOSTRAIGHTRUNRAMP","A straight ramp consisting of two straight flights without turns but with one
landing.","two straight run ramp","IfcRamp.TWO_STRAIGHT_RUN_RAMP",
"rampUserDefined","IfcRampUSERDEFINED","Free form ramp (user defined operation type).","ramp user defined","IfcRamp.USERDEFINED",
"rampNotdefined","IfcRampNOTDEFINED","https://github.com/buildingSMART/IFC4.3.x-development/edit/master/docs/schemas/shared/IfcSharedBldgElements/Types/IfcRampTypeEnum.md#L0 has no content","ramp notdefined","IfcRamp.NOTDEFINED",
"rampFlightSpiral","IfcRampFlightSPIRAL","A ramp flight with a circular or elliptic walking line.","ramp flight spiral","IfcRampFlight.SPIRAL",
"rampFlightStraight","IfcRampFlightSTRAIGHT","A ramp flight with a straight walking line.","ramp flight straight","IfcRampFlight.STRAIGHT",
"rampFlightUserDefined","IfcRampFlightUSERDEFINED","User-defined ramp flight.","ramp flight user defined","IfcRampFlight.USERDEFINED",
"rampFlightNotdefined","IfcRampFlightNOTDEFINED","Undefined ramp flight.","ramp flight notdefined","IfcRampFlight.NOTDEFINED",
"barrelRoof","IfcRoofBARRELROOF","A roof or ceiling having a semicylindrical form.","barrel roof","IfcRoof.BARREL_ROOF",
"butterflyRoof","IfcRoofBUTTERFLYROOF","A roof having two slopes, each descending inward from the eaves.","butterfly roof","IfcRoof.BUTTERFLY_ROOF",
"domeRoof","IfcRoofDOMEROOF","A hemispherical hip roof.","dome roof","IfcRoof.DOME_ROOF",
"flatRoof","IfcRoofFLATROOF","A roof having no slope, or one with only a slight pitch so as to drain
rainwater.","flat roof","IfcRoof.FLAT_ROOF",
"roofFreeform","IfcRoofFREEFORM","Free form roof.","roof freeform","IfcRoof.FREEFORM",
"gableRoof","IfcRoofGABLEROOF","A roof sloping downward in two parts from a central ridge, so as to form a
gable at each end.","gable roof","IfcRoof.GABLE_ROOF",
"gambrelRoof","IfcRoofGAMBRELROOF","A roof sloping downward in two parts from a central ridge, so as to form a
gable at each end.","gambrel roof","IfcRoof.GAMBREL_ROOF",
"hippedGableRoof","IfcRoofHIPPEDGABLEROOF","A roof having a hipped end truncating a gable.","hipped gable roof","IfcRoof.HIPPED_GABLE_ROOF",
"hipRoof","IfcRoofHIPROOF","A roof having sloping ends and sides meeting at an inclined projecting
angle.","hip roof","IfcRoof.HIP_ROOF",
"mansardRoof","IfcRoofMANSARDROOF","A roof having on each side a steeper lower part and a shallower upper
part.","mansard roof","IfcRoof.MANSARD_ROOF",
"pavilionRoof","IfcRoofPAVILIONROOF","A pyramidal hip roof.","pavilion roof","IfcRoof.PAVILION_ROOF",
"rainbowRoof","IfcRoofRAINBOWROOF","A gable roof in the form of a broad Gothic arch, with gently sloping convex
surfaces.","rainbow roof","IfcRoof.RAINBOW_ROOF",
"shedRoof","IfcRoofSHEDROOF","A roof having a single slope.","shed roof","IfcRoof.SHED_ROOF",
"roofUserDefined","IfcRoofUSERDEFINED","No specification given.","roof user defined","IfcRoof.USERDEFINED",
"roofNotdefined","IfcRoofNOTDEFINED","No specification given.","roof notdefined","IfcRoof.NOTDEFINED",
"shadingDeviceAwning","IfcShadingDeviceAWNING","A rooflike shelter of canvas or other material extending over a doorway, from the top of a window, over a deck, or similar, in order to provide protection, as from the sun.","shading device awning","IfcShadingDevice.AWNING",
"shadingDeviceJalousie","IfcShadingDeviceJALOUSIE","A blind with adjustable horizontal slats for admitting light and air while excluding direct sun and rain.","shading device jalousie","IfcShadingDevice.JALOUSIE",
"shadingDeviceShutter","IfcShadingDeviceSHUTTER","A mechanical devices that limits the passage of light. Often used as a a solid or louvered movable cover for a window.","shading device shutter","IfcShadingDevice.SHUTTER",
"shadingDeviceUserDefined","IfcShadingDeviceUSERDEFINED","https://github.com/buildingSMART/IFC4.3.x-development/edit/master/docs/schemas/shared/IfcSharedBldgElements/Types/IfcShadingDeviceTypeEnum.md#L0 has no content","shading device user defined","IfcShadingDevice.USERDEFINED",
"shadingDeviceNotdefined","IfcShadingDeviceNOTDEFINED","https://github.com/buildingSMART/IFC4.3.x-development/edit/master/docs/schemas/shared/IfcSharedBldgElements/Types/IfcShadingDeviceTypeEnum.md#L0 has no content","shading device notdefined","IfcShadingDevice.NOTDEFINED",
"approachSlab","IfcSlabAPPROACHSLAB","Iis part of bridge abutment providing transition from embankment to the bridge","approach slab","IfcSlab.APPROACH_SLAB",
"baseSlab","IfcSlabBASESLAB","The slab is used to represent a floor slab against the ground (and thereby being a part of the foundation). Another name is mat foundation.","base slab","IfcSlab.BASESLAB",
"slabFloor","IfcSlabFLOOR","The slab is used to represent a floor slab or a bridge deck.","slab floor","IfcSlab.FLOOR",
"slabLanding","IfcSlabLANDING","The slab is used to represent a landing within a stair or ramp.","slab landing","IfcSlab.LANDING",
"slabPaving","IfcSlabPAVING","Rigid pavement course of a road or other paved area, usually concrete.","slab paving","IfcSlab.PAVING",
"slabRoof","IfcSlabROOF","The slab is used to represent a roof slab (either flat or sloped).","slab roof","IfcSlab.ROOF",
"slabSidewalk","IfcSlabSIDEWALK","The slab is used to represent a sidewalk.","slab sidewalk","IfcSlab.SIDEWALK",
"trackSlab","IfcSlabTRACKSLAB","A track slab is a reinforced concrete slab or prestressed reinforced concrete slab, which is a main element of slab track. It can be prefabricated or cast on site and may have sleepers embedded.","track slab","IfcSlab.TRACKSLAB",
"slabWearing","IfcSlabWEARING","The slab is used to represent a wearing surface.","slab wearing","IfcSlab.WEARING",
"slabUserDefined","IfcSlabUSERDEFINED","https://github.com/buildingSMART/IFC4.3.x-development/edit/master/docs/schemas/shared/IfcSharedBldgElements/Types/IfcSlabTypeEnum.md#L0 has no content","slab user defined","IfcSlab.USERDEFINED",
"slabNotdefined","IfcSlabNOTDEFINED","https://github.com/buildingSMART/IFC4.3.x-development/edit/master/docs/schemas/shared/IfcSharedBldgElements/Types/IfcSlabTypeEnum.md#L0 has no content","slab notdefined","IfcSlab.NOTDEFINED",
"curvedRunStair","IfcStairCURVEDRUNSTAIR","A stair extending from one level to another without turns or winders. The stair is consisting of one curved flight.","curved run stair","IfcStair.CURVED_RUN_STAIR",
"doubleReturnStair","IfcStairDOUBLERETURNSTAIR","A stair having one straight flight to a wide quarterspace landing, and two side flights from that landing into opposite directions. The stair is making a 90° turn. The direction of traffic is determined by the walking line.","double return stair","IfcStair.DOUBLE_RETURN_STAIR",
"halfTurnStair","IfcStairHALFTURNSTAIR","A stair making a 180° turn, consisting of two straight flights connectedby a halfspace landing. The orientation of the turn is determined by the walking line.","half turn stair","IfcStair.HALF_TURN_STAIR",
"halfWindingStair","IfcStairHALFWINDINGSTAIR","A stair consisting of one flight with one half winder, which makes a 180° turn. The orientation of the turn is determined by the walking line.","half winding stair","IfcStair.HALF_WINDING_STAIR",
"stairLadder","IfcStairLADDER","a piece of equipment consisting of a series of bars or steps between two upright elements used for climbing up or down something","stair ladder","IfcStair.LADDER",
"quarterTurnStair","IfcStairQUARTERTURNSTAIR","A stair making a 90° turn, consisting of two straight flights connected by a quarterspace landing. The direction of the turn is determined by the walking line.","quarter turn stair","IfcStair.QUARTER_TURN_STAIR",
"quarterWindingStair","IfcStairQUARTERWINDINGSTAIR","A stair consisting of one flight with a quarter winder, which is making a 90° turn. The direction of the turn is determined by the walking line.","quarter winding stair","IfcStair.QUARTER_WINDING_STAIR",
"spiralStair","IfcStairSPIRALSTAIR","A stair constructed with winders around a circular newel often without landings. Depending on outer boundary it can be either a circular, elliptical or rectangular spiral stair. The orientation of the winding stairs is determined by the walking line.","spiral stair","IfcStair.SPIRAL_STAIR",
"straightRunStair","IfcStairSTRAIGHTRUNSTAIR","A stair extending from one level to another without turns or winders. The stair consists of one straight flight.","straight run stair","IfcStair.STRAIGHT_RUN_STAIR",
"threeQuarterTurnStair","IfcStairTHREEQUARTERTURNSTAIR","A stair making a 270° turn, consisting of four straight flights connected
by three quarterspace landings. The direction of the turns is determined by the walking line.","three quarter turn stair","IfcStair.THREE_QUARTER_TURN_STAIR",
"trackElementVehicleStop","IfcTrackElementVEHICLESTOP","A fixed installation at the end of the track which stops any vehicle movement (e.g., buffer stop, sand hump, etc.).","track element vehicle stop","IfcTrackElement.VEHICLESTOP",
"trackElementUserDefined","IfcTrackElementUSERDEFINED","User-defined type","track element user defined","IfcTrackElement.USERDEFINED",
"trackElementNotdefined","IfcTrackElementNOTDEFINED","Undefined type.","track element notdefined","IfcTrackElement.NOTDEFINED",
"kerbUserDefined","IfcKerbUSERDEFINED","User-defined type.","kerb user defined","IfcKerb.USERDEFINED",
"kerbNotdefined","IfcKerbNOTDEFINED","Undefined type.","kerb notdefined","IfcKerb.NOTDEFINED",
"roadUserDefined","IfcRoadUSERDEFINED","User-defined type.","road user defined","IfcRoad.USERDEFINED",
"roadNotdefined","IfcRoadNOTDEFINED","Undefined type.","road notdefined","IfcRoad.NOTDEFINED",
"roadPartBicycleCrossing","IfcRoadPartBICYCLECROSSING","Designated level crossing over a road for cyclists.","road part bicycle crossing","IfcRoadPart.BICYCLECROSSING",
"roadPartBusStop","IfcRoadPartBUSSTOP","Lateral part of Road for stopping buses allowing them to draw out of the traffic lanes and wait for short periods.","road part bus stop","IfcRoadPart.BUS_STOP",
"roadPartCarriageWay","IfcRoadPartCARRIAGEWAY","Unitary lateral part of Road built for traffic. Carriageway may comprise several kinds of traffic lanes and lay-bys, as well as traffic islands, and in case of dual carriageway road they are separated by central reserve.NOTE  Definition from ISO 6707-1: part of the road or highway constructed for use by vehicular traffic, including auxiliary traffic lanes, passing places, and lay-bys (US:Roadway).","road part carriage way","IfcRoadPart.CARRIAGEWAY",
"roadPartCentralIsland","IfcRoadPartCENTRALISLAND","The center of a roundabout not intended for traffic, can be painted or upraised.","road part central island","IfcRoadPart.CENTRALISLAND",
"roadPartCentralReserve","IfcRoadPartCENTRALRESERVE","Lateral RoadPart separating two carriageways of the same road or separating traffic lanes and sidewalk.NOTE  Definition from ISO 6707-1: area that separates the carriageways of a road with dual carriageways, (US:Median, UK:Central reservation).","road part central reserve","IfcRoadPart.CENTRALRESERVE",
"roadPartHardShoulder","IfcRoadPartHARDSHOULDER","A type of Shoulder that is surfaced, providing for safe use by vehicles in distress.NOTE  Definition from ISO 6707-1: surfaced strip, adjacent to and abutting a carriageway, intended for use by vehicles in the event of difficulty or during obstruction of the carriageway, (Emergency lane, Service lane, US).","road part hard shoulder","IfcRoadPart.HARDSHOULDER",
"roadPartInterSection","IfcRoadPartINTERSECTION","At-grade junction where two or more roads meet or cross. Intersections may be further classified by number of road segments, traffic controls, and/or lane design.","road part inter section","IfcRoadPart.INTERSECTION",
"roadPartLayby","IfcRoadPartLAYBY","A lateral part of Road where vehicles can divert from ordinary stream of traffic.","road part layby","IfcRoadPart.LAYBY",
"roadPartParkingbay","IfcRoadPartPARKINGBAY","Lateral part of Road for parking vehicles.NOTE  Definition from ISO 6707-1: Area intended, and usually designated and marked, for the parking of a vehicle.","road part parkingbay","IfcRoadPart.PARKINGBAY",
"roadPartPassingbay","IfcRoadPartPASSINGBAY","A lateral part of Road that is a widening of an otherwise single lane road where a vehicle may move over to enable another vehicle to pass.","road part passingbay","IfcRoadPart.PASSINGBAY",
"roadPartPedestrianCrossing","IfcRoadPartPEDESTRIANCROSSING","Designated level crossing over a road for pedestrians.","road part pedestrian crossing","IfcRoadPart.PEDESTRIAN_CROSSING",
"roadPartRailwayCrossing","IfcRoadPartRAILWAYCROSSING","At-grade crossing between road and railway.","road part railway crossing","IfcRoadPart.RAILWAYCROSSING",
"roadPartRefugeIsland","IfcRoadPartREFUGEISLAND","A raised platform or a guarded area so sited in the carriageway as to divide the streams of traffic and to provide a safety area for pedestrians.","road part refuge island","IfcRoadPart.REFUGEISLAND",
"segmentRoadPart","IfcRoadPartROADSEGMENT","Longitudinal, linear segment of a road, either defined by uniform characteristics, or as a transition segment (e.g. number of lanes changing).","segment road part","IfcRoadPart.ROADSEGMENT",
"sideRoadPart","IfcRoadPartROADSIDE","A lateral RoadPart located along the Road adjoining the outer edges of the Shoulders. A general concept comprising the areas outside RoadwayPlateau not intended for vehicles.","side road part","IfcRoadPart.ROADSIDE",
"sidepartRoadPart","IfcRoadPartROADSIDEPART","A general concept for various parts of the Roadside.NOTE  Examples of roadside parts may be side slopes, roadside ditches, back slopes, bunds etc.","sidepart road part","IfcRoadPart.ROADSIDEPART",
"wayplateauRoadPart","IfcRoadPartROADWAYPLATEAU","Lateral part of Road comprising the carriageway(s), shoulders and medians.","wayplateau road part","IfcRoadPart.ROADWAYPLATEAU",
"roadPartRoundabout","IfcRoadPartROUNDABOUT","Type of at-grade junction at which traffic streams are directed around a circle.NOTE  Definition from ISO 6707-1: portion of a road usually at a junction, on which traffic moves in one direction around a central element.","road part roundabout","IfcRoadPart.ROUNDABOUT",
"roadPartShoulder","IfcRoadPartSHOULDER","A lateral part of Road adjacent to, and usually at the same level as the Carriageway; not intended for vehicular traffic but may be used in case of emergency.NOTE  Definition from ISO 6707-1: part of a highway alongside a carriageway and at approximately the same level, exclusive of embankment or cutting slopes, (Shoulder, US).
NOTE  Definition from PIARC: Part of the roadway between the carriageway and the ditch or the (cutting or embankment) slope, which gives the carriageway lateral support.","road part shoulder","IfcRoadPart.SHOULDER",
"roadPartSidewalk","IfcRoadPartSIDEWALK","A footpath along the side of a road. May accommodate moderate changes in grade (elevation) and is normally separated from the vehicular section by a kerb. There may be a central reserve or road verge between the sidewalk and traffic lanes.NOTE  Definition from ISO 6707-1: portion of a road reserved exclusively for pedestrians, (Sidewalk, Walkway, US) (footway).","road part sidewalk","IfcRoadPart.SIDEWALK",
"roadPartSoftShoulder","IfcRoadPartSOFTSHOULDER","A type of Shoulder that is not surfaced.NOTE  Definition from ISO 6707-1: strip alongside a carriageway not intended to support vehicular traffic.
NOTE  Definition from PIARC: Shoulder not intended to support vehicular traffic.","road part soft shoulder","IfcRoadPart.SOFTSHOULDER",
"roadPartTollplaza","IfcRoadPartTOLLPLAZA","A part of road facility where tolls are collected for use of  toll road, tunnel or bridge.","road part tollplaza","IfcRoadPart.TOLLPLAZA",
"earthworksCutStepExcavation","IfcEarthworksCutSTEPEXCAVATION","Removal of the soft part of the existing road slope, where it is dug into steps, when widening a road.","earthworks cut step excavation","IfcEarthworksCut.STEPEXCAVATION",
"earthworksCutTopsoilRemoval","IfcEarthworksCutTOPSOILREMOVAL","Excavation where the topmost layer of soil containing organic material is cut or stripped. The removed topsoil can be used as fill (EarthworksElement) e.g. where planting is planned.","earthworks cut topsoil removal","IfcEarthworksCut.TOPSOILREMOVAL",
"earthworksCutTrench","IfcEarthworksCutTRENCH","Excavation whose length greatly exceeds the depth and width. Trench is typically excavated for strip foundations or for buried services such as drainage or cabling.","earthworks cut trench","IfcEarthworksCut.TRENCH",
"earthworksCutUserDefined","IfcEarthworksCutUSERDEFINED","User-defined type","earthworks cut user defined","IfcEarthworksCut.USERDEFINED",
"earthworksCutNotdefined","IfcEarthworksCutNOTDEFINED","Undefined type.","earthworks cut notdefined","IfcEarthworksCut.NOTDEFINED",
"earthworksFillBackfill","IfcEarthworksFillBACKFILL","Fill behind retaining walls or other structures such as quays, behind abutments and bridges.","earthworks fill backfill","IfcEarthworksFill.BACKFILL",
"earthworksFillCounterWeight","IfcEarthworksFillCOUNTERWEIGHT","Embankment built on the side of the main road structure to reduce the settlement of the road.","earthworks fill counter weight","IfcEarthworksFill.COUNTERWEIGHT",
"earthworksFillEmbankment","IfcEarthworksFillEMBANKMENT","Predominantly longitudinal type of earthworks element with no other particular assigned type according to its role in Pavement or Subgrade.
NOTE Definition from ISO6707-1: section of earthworks, often formed by cut or fill, where the finished ground level is above or below original ground level and whose length usually greatly exceeds its width.","earthworks fill embankment","IfcEarthworksFill.EMBANKMENT",
"earthworksFillSlopefill","IfcEarthworksFillSLOPEFILL","Side slope (batter) fill abutting the road structure or back slope fill.","earthworks fill slopefill","IfcEarthworksFill.SLOPEFILL",
"earthworksFillSubgrade","IfcEarthworksFillSUBGRADE","Type of earthworks element forming the structure below pavement and above natural soil.
NOTE Definition from ISO 6707-1: upper part of the soil, natural or constructed, that supports the loads transmitted by the overlying structure of a road, runway, or similar hard surface.
NOTE Definition from PIARC: Upper layer of the natural ground upon which the pavement is constructed.","earthworks fill subgrade","IfcEarthworksFill.SUBGRADE",
"earthworksFillSubgradeBed","IfcEarthworksFillSUBGRADEBED","Upper part of the soil, natural or constructed, that supports the loads transmitted by the overlying structure of a road, runway, or similar hard surface.","earthworks fill subgrade bed","IfcEarthworksFill.SUBGRADEBED",
"earthworksFillTransitionSection","IfcEarthworksFillTRANSITIONSECTION","Section of subgrade to ensure the consistency of stiffness and prevent uneven settlement. Transition section may appear e.g. between: embankment and bridge abutment; embankment and transverse structure; cutting and tunnel; embankment and cutting.","earthworks fill transition section","IfcEarthworksFill.TRANSITIONSECTION",
"earthworksFillUserDefined","IfcEarthworksFillUSERDEFINED","User-defined type","earthworks fill user defined","IfcEarthworksFill.USERDEFINED",
"earthworksFillNotdefined","IfcEarthworksFillNOTDEFINED","Undefined type.","earthworks fill notdefined","IfcEarthworksFill.NOTDEFINED",
"geotechnicalStratumSolid","IfcGeotechnicalStratumSOLID","Representation of the concept of an identified discrete almost homogenous solid geological or surface feature, including discontinuities such as faults, fractures, boundaries and interfaces that are not explicitly modelled.","geotechnical stratum solid","IfcGeotechnicalStratum.SOLID",
"geotechnicalStratumVoid","IfcGeotechnicalStratumVOID","Representation of the concept of an identified discrete air filled geological feature, including caves and other voids.","geotechnical stratum void","IfcGeotechnicalStratum.VOID",
"geotechnicalStratumWater","IfcGeotechnicalStratumWATER","Representation of the concept of an identified discrete water filled geological or surface feature including lakes, rivers and seas.","geotechnical stratum water","IfcGeotechnicalStratum.WATER",
"geotechnicalStratumUserDefined","IfcGeotechnicalStratumUSERDEFINED","https://github.com/buildingSMART/IFC4.3.x-development/edit/master/docs/schemas/shared/IfcSharedInfrastructureElements/Types/IfcGeotechnicalStratumTypeEnum.md has no 'USERDEFINED' heading","geotechnical stratum user defined","IfcGeotechnicalStratum.USERDEFINED",
"geotechnicalStratumNotdefined","IfcGeotechnicalStratumNOTDEFINED","https://github.com/buildingSMART/IFC4.3.x-development/edit/master/docs/schemas/shared/IfcSharedInfrastructureElements/Types/IfcGeotechnicalStratumTypeEnum.md has no 'NOTDEFINED' heading","geotechnical stratum notdefined","IfcGeotechnicalStratum.NOTDEFINED",
"pavementFlexible","IfcPavementFLEXIBLE","Flexible pavements, including less rigid pavements like rubber.","pavement flexible","IfcPavement.FLEXIBLE",
"pavementRigid","IfcPavementRIGID","Pavement substantially constructed of cement concrete.","pavement rigid","IfcPavement.RIGID",
"pavementUserDefined","IfcPavementUSERDEFINED","User-defined type.","pavement user defined","IfcPavement.USERDEFINED",
"pavementNotdefined","IfcPavementNOTDEFINED","Undefined type.","pavement notdefined","IfcPavement.NOTDEFINED",
"reinforcedSoilDynamicallyCompacted","IfcReinforcedSoilDYNAMICALLYCOMPACTED","The method of using dynamic tamping machine usually free falling a heavy hammer from the height, compacting the soil and quickly improving the bearing capacity of the foundation.","reinforced soil dynamically compacted","IfcReinforcedSoil.DYNAMICALLYCOMPACTED",
"reinforcedSoilGrouted","IfcReinforcedSoilGROUTED","A method of injecting curable slurry into cracks or pores of a geotechnical foundation to improve its physical and mechanical properties.","reinforced soil grouted","IfcReinforcedSoil.GROUTED",
"reinforcedSoilReplaced","IfcReinforcedSoilREPLACED","Dig out the soft soil in a certain range below the foundation ground and then backfill the area with high strength, low compressibility and no corrosive materials.","reinforced soil replaced","IfcReinforcedSoil.REPLACED",
"reinforcedSoilRollerCompacted","IfcReinforcedSoilROLLERCOMPACTED","A kind of compacting method that adopts rolling machinery, repeated rolling and vibration compacts the foundation soil, increasing strength and descreasing compressibility.","reinforced soil roller compacted","IfcReinforcedSoil.ROLLERCOMPACTED",
"reinforcedSoilSurchargepreloaded","IfcReinforcedSoilSURCHARGEPRELOADED","A method that applies load to the foundation to discharge pore water, and the foundation is consolidated to improve the foundation strength. Unloading when the carrying capacity reaches the required level.","reinforced soil surchargepreloaded","IfcReinforcedSoil.SURCHARGEPRELOADED",
"reinforcedSoilVerticallyDrained","IfcReinforcedSoilVERTICALLYDRAINED","A method to set vertical drainage measures in the foundation, so that pore water in the soil is discharged and the foundation strength is improved.","reinforced soil vertically drained","IfcReinforcedSoil.VERTICALLYDRAINED",
"reinforcedSoilUserDefined","IfcReinforcedSoilUSERDEFINED","User-defined type","reinforced soil user defined","IfcReinforcedSoil.USERDEFINED",
"reinforcedSoilNotdefined","IfcReinforcedSoilNOTDEFINED","Undefined type.","reinforced soil notdefined","IfcReinforcedSoil.NOTDEFINED",
"signMarker","IfcSignMARKER","A Sign type formed of a vertical post (possibly with some lettering or symbols) usually used to delimitate distance or the location of some equipment.","sign marker","IfcSign.MARKER",
"signMirror","IfcSignMIRROR","A sign type that provides information via a reflective mirror surface.","sign mirror","IfcSign.MIRROR",
"signPictoral","IfcSignPICTORAL","A sign type formed of a flat plate with some written or symbolic images on it.","sign pictoral","IfcSign.PICTORAL",
"signUserDefined","IfcSignUSERDEFINED","User-defined type","sign user defined","IfcSign.USERDEFINED",
"signNotdefined","IfcSignNOTDEFINED","Undefined type.","sign notdefined","IfcSign.NOTDEFINED",
"signalAudio","IfcSignalAUDIO","A signal type formed of an active device conveying information by emitting an audio signal such as a  beep, ring, horn or explosive sound.","signal audio","IfcSignal.AUDIO",
"signalMixed","IfcSignalMIXED","A signal type formed of an active device conveying information in both a visual and audio manner.","signal mixed","IfcSignal.MIXED",
"signalVisual","IfcSignalVISUAL","A signal type formed of an active device conveying information in a visual manner such as a light, cluster of lights, or mechanical moving shapes.","signal visual","IfcSignal.VISUAL",
"signalUserDefined","IfcSignalUSERDEFINED","User-defined type","signal user defined","IfcSignal.USERDEFINED",
"signalNotdefined","IfcSignalNOTDEFINED","Undefined type.","signal notdefined","IfcSignal.NOTDEFINED",
"projectOrderChangeOrder","IfcProjectOrderCHANGEORDER","An instruction to make a change to a product or work being undertaken and a description of the work that is to be performed.","project order change order","IfcProjectOrder.CHANGEORDER",
"projectOrderMaintenanceworkorder","IfcProjectOrderMAINTENANCEWORKORDER","An instruction to carry out maintenance work and a description of the work that is to be performed.","project order maintenanceworkorder","IfcProjectOrder.MAINTENANCEWORKORDER",
"projectOrderMoveorder","IfcProjectOrderMOVEORDER","An instruction to move persons and artefacts and a description of the move locations, objects to be moved, etc.","project order moveorder","IfcProjectOrder.MOVEORDER",
"projectOrderPurchaseOrder","IfcProjectOrderPURCHASEORDER","An instruction to purchase goods and/or services and a description of the goods and/or services to be purchased that is to be performed.","project order purchase order","IfcProjectOrder.PURCHASEORDER",
"projectOrderWorkorder","IfcProjectOrderWORKORDER","A general instruction to carry out work and a description of the work to be done. Note the difference between a work order generally and a maintenance work order.","project order workorder","IfcProjectOrder.WORKORDER",
"structuralCurveActionConst","IfcStructuralCurveActionCONST","The load has a constant value over its entire extent.","structural curve action const","IfcStructuralCurveAction.CONST",
"structuralCurveActionDiscrete","IfcStructuralCurveActionDISCRETE","The load is specified as a series of discrete load points.","structural curve action discrete","IfcStructuralCurveAction.DISCRETE",
"structuralCurveActionEquidistant","IfcStructuralCurveActionEQUIDISTANT","The load consists of n consecutive sections of same length and is specified by n+1 load samples.  The interpolation type over the segments is not defined by this distribution type but may be qualified in IfcObject.ObjectType based on additional agreements.","structural curve action equidistant","IfcStructuralCurveAction.EQUIDISTANT",
"structuralCurveActionLinear","IfcStructuralCurveActionLINEAR","The load value is linearly distributed over the load's extent.","structural curve action linear","IfcStructuralCurveAction.LINEAR",
"structuralCurveActionParabola","IfcStructuralCurveActionPARABOLA","The load value is distributed as a half wave described by a symmetric quadratic parabola.","structural curve action parabola","IfcStructuralCurveAction.PARABOLA",
"structuralCurveActionPolygonal","IfcStructuralCurveActionPOLYGONAL","The load consists of several consecutive linear sections.","structural curve action polygonal","IfcStructuralCurveAction.POLYGONAL",
"structuralCurveActionSinus","IfcStructuralCurveActionSINUS","The load value is distributed as a sinus half wave.","structural curve action sinus","IfcStructuralCurveAction.SINUS",
"structuralCurveActionUserDefined","IfcStructuralCurveActionUSERDEFINED","The load distribution is user-defined.","structural curve action user defined","IfcStructuralCurveAction.USERDEFINED",
"structuralCurveActionNotdefined","IfcStructuralCurveActionNOTDEFINED","The load distribution is undefined.","structural curve action notdefined","IfcStructuralCurveAction.NOTDEFINED",
"structuralCurveMemberCable","IfcStructuralCurveMemberCABLE","A tension member which is able to carry transverse loads only under large deflection.","structural curve member cable","IfcStructuralCurveMember.CABLE",
"structuralCurveMemberCompressionMember","IfcStructuralCurveMemberCOMPRESSIONMEMBER","A member without tensional stiffness.","structural curve member compression member","IfcStructuralCurveMember.COMPRESSION_MEMBER",
