"LRML_ID","TEXT","LRML","UPDATED_AT","ID","PARAPHRASE","COMMENTS","AUTHOR",
654,"Eaves shall be enclosed by installing soffit linings direct fixed to framing and comprising minimum 4.5 mm fibre cement sheet, or 7 mm H3 plywood, with joints, fixings and finishes as shown in Paragraphs 9.7 and 9.8.","if(exist(eave)), then(obligation(and(is(eave.enclosing,soffitLining),towards(soffitLining.fixing,framing),is(soffitLining.material,or(fibreCementSheet, h3Plywood)),greaterThanEqual(fibreCementSheet.thickness, 4.5 mm),greaterThanEqual(h3Plywood.thickness, 7 mm),has(soffitLining, and(joint, fixing, finish)),asPer(soffitLining, and('nzbc_e2as1_9.7','nzbc_e2as1_9.8')))))",2023-04-02 22:55:40.739756000,6332,"If eaves exist, then the eave shall have enclosing with soffit linings fixed to framing and the soffit linings shall be minimum 4.5 mm thick fibre cement sheet, or 7 mm thick H3 plywood, the soffit linings shall have joints, fixings and finishes as shown in E2/AS1 Paragraphs 9.7 and 9.8.","fixing/fixture","Stefan",
655,"Soffit linings shall be finished to fascias, barges and wall claddings as outlined in Figure 8A generally, or Figure 114 for flush finished fibre cement. Wall underlays shall not be required behind soffit linings.","if(exist(soffitLining)), then(and(obligation(and(towards(soffitLining.finish, and(fascia, barge, wallCladding)),or(and(asPer(soffitLining.finish, nzbc_e2as1_f8a),not(is(soffitLining.material, flushFinishedFibreCement))),and(asPer(soffitLining.finish, nzbc_e2as1_f114),is(soffitLining.material, flushFinishedFibreCement))))), permission(not(behind(wallUnderlay, soffitLining)))))",2023-04-02 22:56:17.663827000,6333,"If soffit linings exist, then soffit linings shall be finished to fascias, barges and wall claddings, and either the Soffit linings finish shall be as outlined in E2/AS1 Figure 8A and the soffit linings material is not flush finished fibre cement, or the Soffit linings finish shall be as outlined in E2/AS1 Figure 114 and the soffit linings material is flush finished fibre cement. There may be no wall underlays behind soffit linings.","","Stefan",
296,"6.1 Limitations; This Acceptable Solution does not cover parapet cappings that use stucco, EIFS and flush-finished fibre cement materials.","if(and(has(parapet, capping), is(capping.material, or(stucco, eifs, flushFinishedFibreCement)))), then(not(applyTo(nzbc_e2as1, capping)))",2023-04-02 22:57:07.162062000,6336,"If the parapet cappings use stucco, EIFS and flush-finished fibre cement materials, then E2/AS1 does not apply to the capping.","","Stefan",
715,"Parapets shall be capped with metal, butyl or EPDM membrane. Cappings shall comply with the requirements of Paragraph 4.0.","if(has(parapet, capping)), then(obligation(and(is(capping.material, or(metal,butyl,epdmMembrane)),complyWith(capping, 'nzbc_e2as1_4.0'))))",2023-04-02 22:58:51.981733000,6338,"If parapets have cappings, then the capping material shall be metal, butyl or EPDM membrane. Cappings shall comply with the requirements of E2/AS1 Paragraph 4.0.","membrane to all?","Stefan",
715,"Parapets shall be capped with metal, butyl or EPDM membrane. Cappings shall comply with the requirements of Paragraph 4.0.","if(has(parapet, capping)), then(obligation(and(is(capping.material, or(metal,butyl,epdmMembrane)),complyWith(capping, 'nzbc_e2as1_4.0'))))",2023-04-02 22:59:02.847655000,6339,"If parapets have cappings, then the capping material shall be metal, butyl or EPDM membrane. Cappings shall comply with E2/AS1 Paragraph 4.0.","membrane to all?","Stefan",
716,"Metal cappings installed over parapets and enclosed balustrades, shall be as outlined in Paragraphs 6.0 and 7.4, and comply with the following requirements: a) Tops of cappings shall be free of any penetrations, b) Slope of top shall be 5° (1:12) minimum, c) The cover at the sides of the capping shall be in accordance with Table 7, d) All cappings shall have drip edges. e) Cappings shall be separated from underlying timber by roof underlay as shown in Figure 10.","if(and(is(capping.material, metal), above(capping.installation, or(parapet, balustrade)), is(balustrade, enclosed))), then(obligation(and(asPer(capping,and('nzbc_e2as1_6.0', 'nzbc_e2as1_7.4')),define(topOf(capping), x0),not(has(x0,penetration)),greaterThanEqual(x0.slope, 5 deg),has(capping.side, cover),asPer(cover, nzbc_e2as1_t7),has(capping, dripEdge),has(roof,underlay),inBetween(underlay,and(capping,timber)),below(timber, capping),asPer(underlay, nzbc_e2as1_f10))))",2023-04-02 22:59:29.369484000,6341,"If metal cappings are installed over parapets or enclosed balustrades, then the capping shall be as outlined in E2/AS1 Paragraphs 6.0 and 7.4, and the top of cappings shall be free of penetrations, and the slope of the top of the capping shall be 5 deg minimum, and the cover at the sides of the capping shall be in accordance with E2/AS1 Table 7, and the cappings shall have drip edges. The details shown in E2/AS1 Figure 5 are acceptable minimum drip edges for parapets, and roof underlay shall be between cappings and underlying timber as shown in E2/AS1 Figure 10.","define
underlying timber?","Stefan",
723,"Metal cappings installed over parapets and enclosed balustrades. h) Expansion joints shall be provided for joined cappings with a combined length exceeding: i) 12 metres for light coloured steel and stainless steel, 8 metres for dark coloured steel ii) 8 metres for copper iii) 8 metres for aluminium.","if(and(is(capping.material, metal), above(capping.installation, or(parapet, balustrade)), is(balustrade, enclosed), has(cappings, join),or(and(is(capping.material,or(lightColouredSteel,stainlessSteel)),greaterThanEqual(sum(cappings.length),12 m)),and(is(capping.material,or(darkColouredSteel,copper,aluminium)),greaterThanEqual(sum(cappings.length),8 m))))), then(obligation(for(expansionJoint,cappings)))",2023-04-02 22:59:54.615897000,6342,"If metal cappings are installed over parapets or enclosed balustrades and cappings are joined and either the capping's combined length exceeds 12 metres and capping material is light coloured steel or stainless steel, or the capping's combined length exceeds 8 metres and the capping material is dark coloured steel, copper, or aluminium, then expansion joints shall be provided for the cappings.","plural? ->cappings
","Stefan",
726,"Cappings formed by using stucco, EIFS and flush-finished fibre cement materials shall not be used for parapets, (but may be used for enclosed balustrades as described in Paragraph 7.4).","if(is(capping.material, or(stucco, eifs, flushFinishedFibreCement))), then(and(prohibition(for(capping, parapet)), permission(and(for(capping, balustrade), is(balustrade, enclosed),asPer(capping, 'nzbc_e2as1_7.4')))))",2023-04-02 23:01:49.326728000,6347,"If the capping material is stucco, EIFS and flush-finished fibre cement, then the capping shall not be used for parapets, but the capping may be used for enclosed balustrades as described in E2/AS1 Paragraph 7.4.","","Stefan",
482,"1.1.3 Size; The width (measured along the building line) and depth (measured perpendicular to the building line) shall not exceed: a) For the foundation and chimney base – brickwork or concrete 1200 mm wide x 1050 mm deep.","if(and(is(chimney.material, or(brickwork, concrete)),has(chimney, or(foundation,chimneyBase)))), then(obligation(and(or(define(foundation.width, x0), define(chimneyBase.width, x0)),is(x0.measurement, alongBuildingLine),or(define(foundation.depth, x1), define(chimneyBase.depth, x1)),is(x1.measurement, perpendicularBuildingLine), lessThanEqual(x0, 1200 mm),lessThanEqual(x1, 1050 mm))))",2023-04-02 19:57:54.280522000,5906,"If the chimney is brickwork or concrete and has foundation or chimney base, then the foundation or chimney base width (measured along the building line) and the foundation or chimney base depth (measured perpendicular to the building line) shall not exceed 1200 mm width and 1050 mm depth.","","Stefan",
491,"1.1.3 Size; The width (measured along the building line) and depth (measured perpendicular to the building line) shall not exceed: For a brick chimney stack – single skin (see Figure 2) 500 mm wide x 500 mm deep.","if(and(is(chimneyStack.material, brick),is(brick.type, singleSkin))), then(obligation(and(define(chimneyStack.width, x0),is(x0.measurement, alongBuildingLine),define(chimneyStack.depth, x1),is(x1.measurement, perpendicularBuildingLine), lessThanEqual(x0, 500 mm),lessThanEqual(x1, 500 mm))))",2023-04-02 19:58:25.581209000,5907,"If a chimney stack has material brick type single skin, then the chimney stack width (measured along the building line) and chimney stack depth (measured perpendicular to the building line) shall not exceed 500 mm width and 500 mm depth.","","Stefan",
498,"1.2.1 Chimney wall thicknesses shall be no less than: Precast pumice concrete 85 mm.","if(is(chimney.material, precastPumiceConcrete)), then(obligation(and(has(chimney, wall),greaterThanEqual(wall.thickness, 85 mm))))",2023-04-02 20:02:19.151311000,5917,"If chimneys are precast pumice concrete, then the chimney shall have a wall thicknes of no less than 85 mm.","","Stefan",
499,"1.3.3 The chimney foundation walls shall be 150 mm thick reinforced concrete, 190 mm thick concrete masonry, or brick construction complying with Figures 2 or 3. Vertical and horizontal reinforcing steel shall be as given in Paragraph 1.6.","if(and(has(chimney, foundation), has(foundation, wall))), then(and(obligation(or(and(greaterThanEqual(wall.thickness,150 mm),is(wall.material,reinforcedConcrete)),and(greaterThanEqual(wall.thickness,190 mm),is(wall.material,concreteMasonry)),and(is(wall.material,brick),complyWith(wall, or(nzbc_b1as3_f2, nzbc_b1as3_f3))))),  obligation(asPer(wall.reinforcingSteel, 'nzbc_b1as3_1.6'))))",2023-04-02 20:03:16.402005000,5920,"If the chimney has foundation walls, then the wall shall be 150 mm thick reinforced concrete, 190 mm thick concrete masonry, or brick construction complying with B1/AS3 Figures 2 or 3. Reinforcing steel shall be as given in B1/AS3 Paragraph 1.6.","","Stefan",
500,"1.4.1 Hearth slabs shall be of concrete no less than 75 mm thick, reinforced with D10 bars located centrally at 225 mm centres each way. See Figure 1.","if(and(has(chimney, slab), is(slab.type, hearth))), then(obligation(and(is(slab.material,concrete),greaterThanEqual(slab.thickness,75 mm),has(slab,reinforcingSteel),is(reinforcingBar.type,d10),loop(forEach(slab.way), is(reinforcingBar.location, 225 mmCentres))))))",2023-04-02 20:03:39.413413000,5921,"Hearth slabs shall be of concrete no less than 75 mm thick and has reinforcing bar type D10 located at 225 mm centres each way of the slab. ","each way as loop?","Stefan",
483,"1.6.1 Reinforcing of foundation walls and chimney bases (including the gathers) (see Figures 2 to 5 inclusive) shall comprise: a) D12 bars at 400 mm maximum centres vertically. Laps in bars shall be no less than 300 mm. b) R6 bars at 200 mm centres horizontally. These will be in the form of U bars.","if(partOf(reinforcing, or(foundationWall, chimneyBase, chimneyGather))), then(and(obligation(and(include(reinforcing, reinforcingBar),is(reinforcingBar.type,d12),is(reinforcingBar.location,400 mmCentres),is(reinforcingBar.orientation, vertical),greaterThanEqual(reinforcingBar.lap,300 mm))),obligation(and(include(reinforcing, reinforcingBar),is(reinforcingBar.type,r6),is(reinforcingBar.location,200 mmCentres),is(reinforcingBar.orientation, horizontal),is(reinforcingBar.type,uBar)))))",2023-04-02 20:06:24.433337000,5925,"If reinforcing is part of foundation walls, chimney bases, and chimney gathers, then the reinforching shall include: a) D12 reinforcing bars at 400 mm maximum centres vertically. Laps in reinforcing bars shall be no less than 300 mm. b) R6 reinforcing bars at 200 mm centres horizontally. These will be in the form of U bars.","","Stefan",
483,"1.6.1 Reinforcing of foundation walls and chimney bases (including the gathers) (see Figures 2 to 5 inclusive) shall comprise: a) D12 bars at 400 mm maximum centres vertically. Laps in bars shall be no less than 300 mm. b) R6 bars at 200 mm centres horizontally. These will be in the form of U bars.","if(partOf(reinforcing, or(foundationWall, chimneyBase, chimneyGather))), then(and(obligation(and(include(reinforcing, reinforcingBar),is(reinforcingBar.type,d12),is(reinforcingBar.location,400 mmCentres),is(reinforcingBar.orientation, vertical),greaterThanEqual(reinforcingBar.lap,300 mm))),obligation(and(include(reinforcing, reinforcingBar),is(reinforcingBar.type,r6),is(reinforcingBar.location,200 mmCentres),is(reinforcingBar.orientation, horizontal),is(reinforcingBar.type,uBar)))))",2023-04-02 20:07:22.910734000,5927,"If reinforcing is part of foundation walls, chimney bases, and chimney gathers, then the reinforching shall include D12 reinforcing bars at 400 mm maximum centres vertically. Laps in reinforcing bars shall be no less than 300 mm and the reinforching shall include R6 reinforcing bars at 200 mm centres horizontally and the reinforcing bars are U bars.","","Stefan",
548,"1.7.10 Nails used to fix straps to roof or ceiling framing shall be spaced at no less than 70 mm in other timbers than Radiata Pine.","if(and(partOf(framing, or(roof, ceiling)), has(framing, fixture), is(framing, strap), is(fixture.method, nail),is(framing.material, timber),not(is(timber.type, radiataPine)))), then(obligation(and(for(nail, fixture), greaterThanEqual(nail.spacing, 70 mm))))",2023-04-02 20:09:14.571293000,5931,"If straps are fixed to a framing and the framing is part of the roof or ceiling and framing material is other timbers than Radiata Pine, then the nails used for the fixture shall be spaced at no less than 70 mm.","","Stefan",
694,"This Acceptable Solution is limited to membranes composed of butyl or EPDM installed over plywood substrates for: a) Roofs with a minimum fall of 2° (1:30), b) Decks with: i) a minimum fall of 1.5° (1:40), ii) a maximum area of 40 m2, iii) no steps in level within deck area except into gutters, iv) no integral roof gardens, and v) no downpipe direct discharge to deck, c) Internal gutters with a minimum fall of 1 in 100, with no cross seams in the gutters, and d) Decks with removable raised surfaces to give level access as shown in Figure 17A.","if(and(is(membrane.material, or(butyl, epdm)), over(membrane.installation, substrate), is(substrate.material, plywood), or(and(for(membrane, roof), greaterThanEqual(roof.fall, 2 deg)), and(for(membrane, deck), greaterThanEqual(deck.fall, 1.5 deg), lessThanEqual(deck.area, 40 m2), not(has(deck.area, stepInLevel)), not(has(deck, and(integralRoofGarden, downpipeDirectDischarge)))), and(is(membrane.application, gutter), is(gutter.type, internal), greaterThanEqual(gutter.fall, 100.0), not(has(gutter, crossSeam))), and(is(membrane.application, deck), has(deck, raisedSurface), is(raisedSurface, removable), for(raisedSurface, levelAccess))))), then(permission(complyWith(membrane, nzbc_e2as1)))",2023-03-25 22:33:15.725655000,5775,"If membranes are material butyl or EPDM installed over plywood substrates and either the membrane is for a roof with a minimum fall of 2 deg, or the membrane is for decks with a minimum fall of 1.5 deg, ii) a maximum area of 40 m2, iii) no steps in level within deck area except into gutters, iv) no integral roof gardens, and v) no downpipe direct discharge to deck, c) Internal gutters with a minimum fall of 1 in 100, with no cross seams in the gutters, and d) Decks with removable raised surfaces to give level access as shown in Figure 17A.","fall vs slope","",
694,"This Acceptable Solution is limited to membranes composed of butyl or EPDM installed over plywood substrates for: a) Roofs with a minimum fall of 2° (1:30), b) Decks with: i) a minimum fall of 1.5° (1:40), ii) a maximum area of 40 m2, iii) no steps in level within deck area except into gutters, iv) no integral roof gardens, and v) no downpipe direct discharge to deck, c) Internal gutters with a minimum fall of 1 in 100, with no cross seams in the gutters, and d) Decks with removable raised surfaces to give level access as shown in Figure 17A.","if(and(is(membrane.material, or(butyl, epdm)), over(membrane.installation, substrate), is(substrate.material, plywood), or(and(for(membrane, roof), greaterThanEqual(roof.fall, 2 deg)), and(for(membrane, deck), greaterThanEqual(deck.fall, 1.5 deg), lessThanEqual(deck.area, 40 m2), not(has(deck, and(stepInLevel, integralRoofGarden))), not(and(towards(downpipe.discharge, deck),is(downpipe.discharge, direct))), and(is(membrane, gutter), is(gutter.type, internal), greaterThanEqual(gutter.fall, 1/100), not(has(gutter, crossSeam))), and(is(membrane.application, deck), has(deck, raisedSurface), is(raisedSurface, removable), for(raisedSurface, levelAccess))))), then(permission(complyWith(membrane, nzbc_e2as1)))",2023-03-25 22:39:24.345980000,5776,"If membranes are material butyl or EPDM installed over plywood substrates and either the membrane is for a roof with a minimum fall of 2 deg, or the membrane is for decks with a minimum fall of 1.5 deg, and the decka has a maximum area of 40 m2, and the deck has no steps in level and the deck has no integral roof gardens and no downpipe direct discharge, or the membranes are for internal gutters with a minimum fall of 1 in 100, with no cross seams in the gutters, and d) Decks with removable raised surfaces to give level access as shown in Figure 17A.","fall vs slope
Removed exception in iv?","",
694,"This Acceptable Solution is limited to membranes composed of butyl or EPDM installed over plywood substrates for: a) Roofs with a minimum fall of 2° (1:30), b) Decks with: i) a minimum fall of 1.5° (1:40), ii) a maximum area of 40 m2, iii) no steps in level within deck area except into gutters, iv) no integral roof gardens, and v) no downpipe direct discharge to deck, c) Internal gutters with a minimum fall of 1 in 100, with no cross seams in the gutters, and d) Decks with removable raised surfaces to give level access as shown in Figure 17A.","if(and(is(membrane.material, or(butyl, epdm)), above(membrane.installation, substrate), is(substrate.material, plywood), or(and(for(membrane, roof), greaterThanEqual(roof.fall, 2 deg)), and(for(membrane, deck), greaterThanEqual(deck.fall, 1.5 deg), lessThanEqual(deck.area, 40 m2), not(has(deck, and(stepInLevel, integralRoofGarden))), not(and(towards(downpipe.discharge, deck),is(downpipe.discharge, direct)))), and(is(membrane, gutter), is(gutter.type, internal), greaterThanEqual(gutter.fall, 1/100), not(within(crossSeam, gutter))), and(is(membrane.application, deck), has(deck, raisedSurface), is(raisedSurface, removable), for(raisedSurface, levelAccess),asPer(levelAccess, 'nzbc_e2as1_f17.a'))))), then(applyTo(nzbc_e2as1, membrane))",2023-03-25 22:43:19.115950000,5781,"If membranes are material butyl or EPDM installed over plywood substrates and either the membrane is for a roof with a minimum fall of 2 deg, or the membrane is for decks with a minimum fall of 1.5 deg, and the decka has a maximum area of 40 m2, and the deck has no steps in level and the deck has no integral roof gardens and no downpipe direct discharge, or the membranes are for internal gutters with a minimum fall of 1 in 100 and there are no cross seams in the gutters, or the membrane is for decks with removable raised surfaces to give level access as shown in Figure 17.a.","fall vs slope
Removed exception in iv?
limited to would require negation?","",
8,"1.4 Calculating occupant loads 1.4.3 Duplication shall be avoided by: a) Ensuring that, where people may be involved in more than one activity, they are counted only once.","if(and(has(space, person), within(person, activity), greaterThan(count(activity), 1))), then(obligation(equal(count(person), 1)))",2023-04-02 20:40:18.071578000,6028,"If people are involved in more than one activity, then the people are counted only once.","activities?","Stefan",
677,"1.4 Calculating occupant loads 1.4.3 Duplication shall be avoided by: Not including an occupant load for exitways, or for the occupant load determined for areas such as lift lobbies or sanitary facilities that are used intermittently by people already counted elsewhere in the building.","if(and(has(space, person), or(is(space.type, exitway), is(space.usage, intermittent)))), then(obligation(not(has(space, occupantLoad))))",2023-04-02 20:40:28.483799000,6029,"If a space has people but is an exitway or used intermittently, then the space shall have no occupant load.","","Stefan",
9,"1.4.4 Occupant load assessment shall take account of the actual arrangement and number of seats for fixed seating (see Paragraph 3.7.4). Where additional floor area abuts the fixed seating, additional occupants are permitted in that floor area based on standing space density (see Table 1.2), provided the escape route is not obstructed.","if(has(space, fixedSeating)), then(and(obligation(and(define(fixedSeating.arrangement, x0), define(count(fixedSeating.seat), x1), asPer(space.occupantLoad, and(x0, x1)))),permission(and(adjoin(floorArea, fixedSeating),define(floorArea.occupantLoad, x2), asPer(floorArea.occupantLoad, standingSpaceDensity), asPer(standingSpaceDensity, 'nzbc_cas2_t1.2'),include(space.occupantLoad, x2),not(has(space.escapeRoute, obstruction))))))",2023-04-02 20:40:47.602147000,6030,"If a space has fixed seating, then the occupant load shall take account of the actual arrangement and number of seats for fixed seating. Floor area adjacent to the fixed seating, the spaces occupant load may include the floor areas occupant load based on standing space density given in Table 1.2, provided the escape route is not obstructed.","","Stefan",
12,"1.4.7 If, in a particular situation, the occupant load derived from Table 1.2 is clearly more than that which will occur, the basis of any proposal for a lesser occupant load shall be substantiated to the building consent authority.","if(and(asPer(space.occupantLoad, 'nzbc_cas2_t1.2'), lessThan(space.expectedOccupantLoad, occupantLoad))), then(permission(and(for(space.expectedOccupantLoad, fireSafetyDesign),approve(buildingConsentAuthority, expectedOccupantLoad))))",2023-04-02 20:41:50.901120000,6033,"If the expected occupant load of a space is less than the occupant load of the space as from C/AS2 Table 1.2, then the space's expected occupant load may be used for the fire safety design if the building consent authority shall approve the expected occupant load.","","Stefan",
14,"2.1.1 The floor area of firecells shall be limited in accordance with Table 2.1.","if(exist(firecell)), then(obligation(asPer(firecell.floorArea, 'nzbc_cas2_t2.1')))",2023-04-02 20:42:16.916842000,6036,"If a firecell exists, then the floor area of firecells shall be limited in accordance with C/AS2 Table 2.1.","","Stefan",
733,"2.2.1 Fire safety system types, as defined in Table 2.2, shall be provided throughout firecells and be as specified in: Table 2.2a for risk groups SM and SI.","if(is(firecell.riskGroup, or(sm, si))), then(obligation(asPer(firecell.fireSafetySystem, 'nzbc_cas2_t2.2.a')))",2023-04-02 20:42:42.819388000,6039,"If firecells are risk groups SM and SI, then the firecell's fire safety system shall be as specified in C/AS2 Table 2.2a.","","Stefan",
733,"2.2.1 Fire safety system types, as defined in Table 2.2, shall be provided throughout firecells and be as specified in: Table 2.2a for risk groups SM and SI.","if(is(firecell.riskGroup, or(sm, si))), then(obligation(asPer(firecell.fireSafetySystem, 'nzbc_cas2_t2.2.a')))",2023-04-02 20:42:47.021518000,6040,"If firecells are risk groups SM and SI, then the firecell's fire safety system shall be as specified in C/AS2 Table 2.2.a.","","Stefan",
736,"2.2.1 Fire safety system types, as defined in Table 2.2, shall be provided throughout firecells and be as specified in: Table 2.2d for risk group VP.","if(is(firecell.riskGroup, vp)), then(obligation(asPer(firecell.fireSafetySystem, 'nzbc_cas2_t2.2.d')))",2023-04-02 20:43:32.485971000,6044,"If firecells are risk groups VP, then the firecell's fire safety system shall be as specified in Table 2.2.d.","","Stefan",
73,"A direct connection to Fire and Emergency New Zealand is not required if automatic heat or smoke detection systems are provided in addition to the systems required by this Acceptable Solution.","if(and(has(space.fireSafetySystem, supplementary), is(fireSafetySystem.type, or(heatDetection, smokeDetection)), is(fireSafetySystem.type, automatic))), then(permission(not(has(fireSafetySystem, fireServiceDirectConnection))))",2023-04-02 20:43:39.834653000,6045,"If a space has an supplementary fire safety system for automatic heat or smoke detection, then a fire service direct connection is not required.","QUESTIONABLE","Stefan",
73,"A direct connection to Fire and Emergency New Zealand is not required if automatic heat or smoke detection systems are provided in addition to the systems required by this Acceptable Solution.","if(and(has(space.fireSafetySystem, supplementary), is(fireSafetySystem.type, or(heatDetection, smokeDetection)), is(fireSafetySystem.type, automatic))), then(permission(not(has(fireSafetySystem, fireServiceDirectConnection))))",2023-04-02 20:43:57.099322000,6047,"If a space has an supplementary fire safety system for automatic heat or smoke detection, then a fire service direct connection is not required.","QUESTIONABLE
not required -> permission not","Stefan",
74,"a) In single storey early childhood centres, dedicated sleeping areas shall be protected with supplementary smoke detectors. The alarm system and any smoke detection system shall comply with NZS 4512.","if(and(equal(count(buildingStorey), 1), is(space.activity, and(earlyChildhoodCentre, sleeping)))), then(obligation(and(has(space,smokeDetector),is(smokeDetector,supplementary),complyWith(smokeDetector,nzs_4512))))",2023-04-02 20:44:06.965573000,6048,"If there is one building storey and the space activity is early childhood and sleeping, then the space shall be protected with supplementary smoke detectors complying with NZS 4512.","QUESTIONABLE.
Would need to be split into two cases? sleeping and not sleeping?","Stefan",
723,"Metal cappings installed over parapets and enclosed balustrades. h) Expansion joints shall be provided for joined cappings with a combined length exceeding: i) 12 metres for light coloured steel and stainless steel, 8 metres for dark coloured steel ii) 8 metres for copper iii) 8 metres for aluminium.","if(and(is(capping.material, metal), above(capping.installation, or(parapet, balustrade)), is(balustrade, enclosed), has(cappings, join),or(and(is(capping.material,or(lightColouredSteel,stainlessSteel)),greaterThanEqual(sum(cappings.length),12 m)),and(is(capping.material,or(darkColouredSteel,copper,aluminium)),greaterThanEqual(sum(cappings.length),8 m))))), then(obligation(for(expansionJoint,cappings)))",2023-04-02 23:00:27.683837000,6343,"If metal cappings are installed over parapets or enclosed balustrades and multiple cappings are joined and either the capping's combined length exceeds 12 metres and capping material is light coloured steel or stainless steel, or the capping's combined length exceeds 8 metres and the capping material is dark coloured steel, copper, or aluminium, then expansion joints shall be provided for the cappings.","plural? ->cappings
","Stefan",
256,"Metal cappings installed over parapets and enclosed balustrades. j) Where necessary, expansion joints shall be formed as shown in Figure 9 (g), and with: i) minimum 200 mm laps ii) sliding clips at both sides of the lap.","if(and(is(capping.material, metal), above(capping.installation, and(parapet, balustrade)), is(balustrade, enclosed))), then(obligation(and(has(capping, expansionJoint),asPer(expansionJoint, 'nzbc_e2as1_f9.g'),has(expansionJoint, lap),greaterThanEqual(lap.size, 200 mm),loop(forEach(lap.side),has(lap.side, slidingClip)))))",2023-04-02 23:00:57.713969000,6344,"If metal cappings installed over parapets and enclosed balustrades, then the capping shall have expansion joints as shown in E2/AS1 Figure 9.g, and the expansion joint shall have minimum 200 mm sized laps and each side of the lap shall have sliding clips.","Where necessary -> Expansion allowance?","Stefan",
258,"Butyl rubber and EPDM cappings shall comply with the following requirements: Joints shall be in accordance with Paragraph 8.5.5.2.","if(is(capping.material, or(butylRubber, epdm))), then(obligation(asPer(capping.expansionJoint, 'nzbc_e2as1_8.5.5.2')))",2023-04-02 23:01:36.470854000,6346,"If cappings are material butyl rubber and EPDM, then the joints shall be in accordance with E2/AS1 Paragraph 8.5.5.2.","in accordance with -> comply with","Stefan",
726,"Cappings formed by using stucco, EIFS and flush-finished fibre cement materials shall not be used for parapets, (but may be used for enclosed balustrades as described in Paragraph 7.4).","if(is(capping.material, or(stucco, eifs, flushFinishedFibreCement))), then(and(prohibition(for(capping, parapet)), permission(and(for(capping, balustrade), is(balustrade, enclosed),asPer(capping, 'nzbc_e2as1_7.4')))))",2023-04-02 23:01:59.847586000,6348,"If the capping material is stucco, EIFS and flush-finished fibre cement, then the capping shall not be used for parapets, but the capping may be used for enclosed balustrades as described in E2/AS1 Paragraph 7.4.","","Stefan",
727,"Timber used to construct decks, enclosed balustrades and other attachments such as pergolas shall comply with B2/AS1.","if(and(is(construction, or(deck, balustrade, attachment)),is(balustrade, enclosed),similarTo(attachment, pergola),is(construction.material, timber))), then(obligation(complyWith(timber, nzbc_b2as1)))",2023-04-02 23:02:16.021844000,6349,"If the construction is a deck, enclosed balustrade or attachment similar to pergola, and the construction material is timber, then the timber shall comply with B2/AS1.","","Stefan",
259,"7.1.1 Slatted decks; The level of the upper surface of the slatted deck: May be at the same level as the threshold for non-cantilevered decks that are formed as shown in Figure 14(c).","if(and(is(deck, slatted), not(is(deck, cantilevered)),asPer(deck, 'nzbc_e2as1_f14.c'))), then(permission(and(define(deck.thresholdLevel, x0),equal(deck.upperSurfaceLevel, x1))))",2023-04-02 23:02:40.715289000,6350,"If the deck is slatted and not cantilevered and as shown in E2/AS1 Figure 14.c, then the deck's upper surface level may be equal to the deck's threshold level.","level/elevation?","Stefan",
737,"For slatted decks, a minimum gap of 12 mm shall be provided between the exterior wall and the adjacent decking slat.","if(is(deck, slatted)), then(obligation(and(adjacent(deck.slat, wall),is(wall.type, exterior), inBetween(gap, and(wall, slat)),greaterThanEqual(gap,12 mm))))",2023-04-02 23:03:00.613424000,6351,"If the deck is slatted, then a gap shall be provided between the exterior wall and the adjacent decking slat, the gap size shall be minimum 12 mm.","ORDER","Stefan",
260,"7.1.2 Enclosed decks; This Acceptable Solution is limited to enclosed decks with a maximum area of 40 m2. For enclosed decks, the vertical separation between the opening threshold level and the upper surface of the finished deck surface shall be a minimum of 100 mm.","if(and(is(deck, enclosed), lessThanEqual(deck.area, 40 m2))), then(and(applyTo(nzbc_e2as1, deck), obligation(and(is(deck.surface, finished), define(deck.thresholdLevel, x0),define(deck.upperSurfaceLevel, x1), inBetween(separation, and(x0, x1)),greaterThanEqual(separation, 100 mm)))))",2023-04-02 23:03:48.341974000,6352,"If enclosed decks have a maximum area of 40 m2, E2/AS1 applies to the deck. The deck surface shall be finished and a separation between the threshold level and the deck's upper surface level shall be a minimum of 100 mm.","For correct apply to, we'd need to split into two rules?
ORDER
split further?
separation/gap?","Stefan",
276,"8.1.5 Roof underlays; Roof underlays shall be to Table 23 and NZS 2295, and be either: R1 heavy weight kraft, or R2 self supporting kraft.","if(has(roof, underlay)), then(obligation(and(complyWith(underlay, nzs_2295),complyWith(underlay, nzbc_e2as1_t23),is(underlay.type, or(r1HeavyWeightKraft,r2SelfSupportingKraft)))))",2023-04-02 23:06:36.272010000,6359,"If the roof has underlays, then the underlay shall comply with E2/AS1 Table 23 and NZS 2295, and the underlay type shall be R1 heavy weight kraft or R2 self supporting kraft.","table -> asPer; document -> complyWith?","Stefan",
