"KEY","CODE","DESCRIPTION","TEXT","TITLE","DATATYPE","PROPERTYSET",
"isMain","IsMain","Identifies if the current instance is a main distribution point or topmost level in an electrical distribution hierarchy (= TRUE) or a sub-main distribution point (= FALSE).","is main","IsMain","Boolean","Pset_DistributionBoardOccurrence",
"isSkilledOperator","IsSkilledOperator","Identifies if the current instance requires a skilled person or instructed person to perform operations on the distribution board (= TRUE) or whether operations may be performed by a person without appropriate skills or instruction (= FALSE).","is skilled operator","IsSkilledOperator","Boolean","Pset_DistributionBoardOccurrence",
"numberOfCircuits","NumberOfCircuits","Number of circuits.","number of circuits","NumberOfCircuits","Real","Qto_DistributionBoardBaseQuantities",
"connectedConductorFunction","ConnectedConductorFunction","Function of the conductors to which the load is connected.","connected conductor function","ConnectedConductorFunction","String","Pset_ElectricFlowStorageDeviceTypeCommon",
"earthFault1poleMaximumState","EarthFault1PoleMaximumState","Maximum 1 pole earth fault current provided at the point of supply i.e. the fault between 1 phase and PE/PEN.","earth fault 1pole maximum state","EarthFault1PoleMaximumState","Real","Pset_ElectricFlowStorageDeviceTypeCommon",
"earthFault1poleMinimumState","EarthFault1PoleMinimumState","Minimum 1 pole earth fault current provided at the point of supply i.e. the fault between 1 phase and PE/PEN.","earth fault 1pole minimum state","EarthFault1PoleMinimumState","Real","Pset_ElectricFlowStorageDeviceTypeCommon",
"earthFault1polePowerFactorMaximumState","EarthFault1PolePowerFactorMaximumState","Power factor of the maximum 1 pole earth fault  current provided at the point of supply i.e. the fault between 1 phase and PE/PEN.","earth fault 1pole power factor maximum state","EarthFault1PolePowerFactorMaximumState","Real","Pset_ElectricFlowStorageDeviceTypeCommon",
"earthFault1polePowerFactorMinimumState","EarthFault1PolePowerFactorMinimumState","Power factor of the minimum 1 pole earth fault current provided at the point of supply i.e. the fault between 1 phase and PE/PEN.","earth fault 1pole power factor minimum state","EarthFault1PolePowerFactorMinimumState","Real","Pset_ElectricFlowStorageDeviceTypeCommon",
"maximumInsulatedVoltage","MaximumInsulatedVoltage","The max voltage that the insulation would operate normally","maximum insulated voltage","MaximumInsulatedVoltage","Real","Pset_ElectricFlowStorageDeviceTypeCommon",
"nominalFrequency","NominalFrequency","The nominal frequency of the supply.","nominal frequency","NominalFrequency","Real","Pset_ElectricFlowStorageDeviceTypeCommon",
"nominalSupplyVoltage","NominalSupplyVoltage","The nominal voltage of the supply.","nominal supply voltage","NominalSupplyVoltage","Real","Pset_ElectricFlowStorageDeviceTypeCommon",
"powerCapacity","PowerCapacity","Power capacity of the equipment","power capacity","PowerCapacity","Real","Pset_ElectricFlowStorageDeviceTypeCommon",
"ratedCapacitance","RatedCapacitance","Capacitance value determined under specified conditions and declared by the manufacturer.","rated capacitance","RatedCapacitance","Real","Pset_ElectricFlowStorageDeviceTypeCommon",
"shortCircuit1poleMaximumState","ShortCircuit1PoleMaximumState","Maximum 1 pole short circuit current provided at the point of supply i.e. the fault between 1 phase and N.","short circuit 1pole maximum state","ShortCircuit1PoleMaximumState","Real","Pset_ElectricFlowStorageDeviceTypeCommon",
"shortCircuit1poleMinimumState","ShortCircuit1PoleMinimumState","Minimum 1 pole short circuit current provided at the point of supply i.e. the fault between 1 phase and N.","short circuit 1pole minimum state","ShortCircuit1PoleMinimumState","Real","Pset_ElectricFlowStorageDeviceTypeCommon",
"shortCircuit1polePowerFactorMaximumState","ShortCircuit1PolePowerFactorMaximumState","Power factor of the maximum 1 pole short circuit current provided at the point of supply i.e. the fault between 1 phase and N.","short circuit 1pole power factor maximum state","ShortCircuit1PolePowerFactorMaximumState","Real","Pset_ElectricFlowStorageDeviceTypeCommon",
"shortCircuit1polePowerFactorMinimumState","ShortCircuit1PolePowerFactorMinimumState","Power factor of the minimum 1 pole short circuit current provided at the point of supply i.e. the fault between 1 phase and N.","short circuit 1pole power factor minimum state","ShortCircuit1PolePowerFactorMinimumState","Real","Pset_ElectricFlowStorageDeviceTypeCommon",
"shortCircuit2poleMinimumState","ShortCircuit2PoleMinimumState","Minimum 2 pole short circuit current provided at the point of supply.","short circuit 2pole minimum state","ShortCircuit2PoleMinimumState","Real","Pset_ElectricFlowStorageDeviceTypeCommon",
"shortCircuit2polePowerFactorMinimumState","ShortCircuit2PolePowerFactorMinimumState","Power factor of the minimum 2 pole short circuit current provided at the point of supply.","short circuit 2pole power factor minimum state","ShortCircuit2PolePowerFactorMinimumState","Real","Pset_ElectricFlowStorageDeviceTypeCommon",
"shortCircuit3poleMaximumState","ShortCircuit3PoleMaximumState","Maximum 3 pole short circuit current provided at the point of supply.","short circuit 3pole maximum state","ShortCircuit3PoleMaximumState","Real","Pset_ElectricFlowStorageDeviceTypeCommon",
"shortCircuit3polePowerFactorMaximumState","ShortCircuit3PolePowerFactorMaximumState","Power factor of the maximum 3 pole short circuit current provided at the point of supply.","short circuit 3pole power factor maximum state","ShortCircuit3PolePowerFactorMaximumState","Real","Pset_ElectricFlowStorageDeviceTypeCommon",
"electricGeneratorEfficiency","ElectricGeneratorEfficiency","The ratio of output capacity to intake capacity.","electric generator efficiency","ElectricGeneratorEfficiency","Real","Pset_ElectricGeneratorTypeCommon",
"maximumPowerOutput","MaximumPowerOutput","The maximum output power rating of the engine.","maximum power output","MaximumPowerOutput","Real","Pset_ElectricGeneratorTypeCommon",
"startCurrentFactor","StartCurrentFactor","IEC. Start current factor defines how large the peak starting current will become on the engine. StartCurrentFactor is multiplied to NominalCurrent and to give the start current.","start current factor","StartCurrentFactor","Real","Pset_ElectricGeneratorTypeCommon",
"electricMotorEfficiency","ElectricMotorEfficiency","The ratio of output capacity to intake capacity.","electric motor efficiency","ElectricMotorEfficiency","Real","Pset_ElectricMotorTypeCommon",
"frameSize","FrameSize","Designation of the frame size according to the named range of frame sizes designated at the place of use or according to a given standard.","frame size","FrameSize","String","Pset_ElectricMotorTypeCommon",
"hasPartWinding","HasPartWinding","Indication of whether the motor is single speed, i.e. has a single winding (= FALSE) or multi-speed i.e.has part winding (= TRUE) .","has part winding","HasPartWinding","Boolean","Pset_ElectricMotorTypeCommon",
"isGuarded","IsGuarded","Indication of whether the motor enclosure is guarded (= TRUE) or not (= FALSE).","is guarded","IsGuarded","Boolean","Pset_ElectricMotorTypeCommon",
"lockedRotorCurrent","LockedRotorCurrent","Input current when a motor armature is energized but not rotating.","locked rotor current","LockedRotorCurrent","Real","Pset_ElectricMotorTypeCommon",
"motorEnclosureType","MotorEnclosureType","A list of the available types of motor enclosure from which that required may be selected.","motor enclosure type","MotorEnclosureType","String","Pset_ElectricMotorTypeCommon",
"startingTime","StartingTime","The time (in s) needed for the motor to reach its rated speed with its driven equipment attached, starting from standstill and at the nominal voltage applied at its terminals.","starting time","StartingTime","Real","Pset_ElectricMotorTypeCommon",
"teTime","TeTime","The maximum time (in s) at which the motor could run with locked rotor when the motor is used in an EX-environment. The time indicates that a protective device should trip before this time when the starting current of the motor is slowing through the device.","te time","TeTime","Real","Pset_ElectricMotorTypeCommon",
"clearDepth","ClearDepth","The clear depth.","clear depth","ClearDepth","Real","Pset_JunctionBoxTypeCommon",
"isExternal","IsExternal","Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.","is external","IsExternal","Boolean","Pset_JunctionBoxTypeCommon",
"junctionBoxMountingType","JunctionBoxMountingType","Method of mounting to be adopted for the type of junction box.","junction box mounting type","JunctionBoxMountingType","String","Pset_JunctionBoxTypeCommon",
"numberOfGangs","NumberOfGangs","Number of gangs in the object.","number of gangs","NumberOfGangs","Integer","Pset_JunctionBoxTypeCommon",
"placingType","PlacingType","Location at which the type of junction box can be located.","placing type","PlacingType","String","Pset_JunctionBoxTypeCommon",
"shapeType","ShapeType","Shape of the junction box.","shape type","ShapeType","String","Pset_JunctionBoxTypeCommon",
"height","Height","Characteristic height","height","Height","Real","Qto_JunctionBoxBaseQuantities",
"width","Width","The width of the object. Only given, if the object has constant thickness (prismatic).","width","Width","Real","Qto_JunctionBoxBaseQuantities",
"colourAppearance","ColourAppearance","In both the DIN and CIE standards, artificial light sources are classified in terms of their colour appearance. To the human eye they all appear to be white; the difference can only be detected by direct comparison. Visual performance is not directly affected by differences in colour appearance.","colour appearance","ColourAppearance","String","Pset_LampTypeCommon",
"colourRenderingIndex","ColourRenderingIndex","The CRI indicates how well a light source renders eight standard colours compared to perfect reference lamp with the same colour temperature. The CRI scale ranges from 1 to 100, with 100 representing perfect rendering properties.","colour rendering index","ColourRenderingIndex","Integer","Pset_LampTypeCommon",
"colourTemperature","ColourTemperature","The colour temperature of any source of radiation is defined as the temperature (in Kelvin) of a black-body or Planckian radiator whose radiation has the same chromaticity as the source of radiation. Often the values are only approximate colour temperatures as the black-body radiator cannot emit radiation of every chromaticity value. The colour temperatures of the commonest artificial light sources range from less than 3000K (warm white) to 4000K (intermediate) and over 5000K (daylight).","colour temperature","ColourTemperature","Real","Pset_LampTypeCommon",
"contributedLuminousFlux","ContributedLuminousFlux","Luminous flux is a photometric measure of radiant flux, i.e. the volume of light emitted from a light source. Luminous flux is measured either for the interior as a whole or for a part of the interior (partial luminous flux for a solid angle). All other photometric parameters are derivatives of luminous flux. Luminous flux is measured in lumens (lm). The luminous flux is given as a nominal value for each lamp.","contributed luminous flux","ContributedLuminousFlux","Real","Pset_LampTypeCommon",
"lampBallastType","LampBallastType","The type of ballast used to stabilise gas discharge by limiting the current during operation and to deliver the necessary striking voltage for starting. Ballasts are needed to operate Discharge Lamps such as Fluorescent, Compact Fluorescent, High-pressure Mercury, Metal Halide and High-pressure Sodium Lamps.
Magnetic ballasts are chokes which limit the current passing through a lamp connected in series on the principle of self-induction. The resultant current and power are decisive for the efficient operation of the lamp. A specially designed ballast is required for every type of lamp to comply with lamp rating in terms of Luminous Flux, Color Appearance and service life. The two types of magnetic ballasts for fluorescent lamps are KVG Conventional   (EC-A series) and VVG Low-loss ballasts (EC-B series). Low-loss ballasts have a higher efficiency, which means reduced ballast losses and a lower thermal load. Electronic ballasts are used to run fluorescent lamps at high frequencies (approx. 35 - 40 kHz).","lamp ballast type","LampBallastType","String","Pset_LampTypeCommon",
"lampCompensationType","LampCompensationType","Identifies the form of compensation used for power factor correction and radio suppression.","lamp compensation type","LampCompensationType","String","Pset_LampTypeCommon",
"lampMaintenanceFactor","LampMaintenanceFactor","Non recoverable losses of luminous flux of a lamp due to lamp depreciation; i.e. the decreasing of light output of a luminaire due to aging and dirt.","lamp maintenance factor","LampMaintenanceFactor","Real","Pset_LampTypeCommon",
"lightEmitterNominalPower","LightEmitterNominalPower","Light emitter nominal power.","light emitter nominal power","LightEmitterNominalPower","Real","Pset_LampTypeCommon",
"lightFixtureMountingType","LightFixtureMountingType","A list of the available types of mounting for light fixtures from which that required may be selected.","light fixture mounting type","LightFixtureMountingType","String","Pset_LightFixtureTypeCommon",
"lightFixturePlacingType","LightFixturePlacingType","A list of the available types of placing specification for light fixtures from which that required may be selected.","light fixture placing type","LightFixturePlacingType","String","Pset_LightFixtureTypeCommon",
"maintenanceFactor","MaintenanceFactor","The arithmetical allowance made for depreciation of lamps and reflective equipment from their initial values due to dirt, fumes, or age.","maintenance factor","MaintenanceFactor","Real","Pset_LightFixtureTypeCommon",
"maximumPlenumSensibleLoad","MaximumPlenumSensibleLoad","Maximum or Peak sensible thermal load contributed to return air plenum by the light fixture.","maximum plenum sensible load","MaximumPlenumSensibleLoad","Real","Pset_LightFixtureTypeCommon",
"maximumSpaceSensibleLoad","MaximumSpaceSensibleLoad","Maximum or Peak sensible thermal load contributed to the conditioned space by the light fixture.","maximum space sensible load","MaximumSpaceSensibleLoad","Real","Pset_LightFixtureTypeCommon",
"numberOfSources","NumberOfSources","Number of sources .","number of sources","NumberOfSources","Integer","Pset_LightFixtureTypeCommon",
"sensibleLoadToRadiant","SensibleLoadToRadiant","Percent of sensible thermal load to radiant heat.","sensible load to radiant","SensibleLoadToRadiant","Real","Pset_LightFixtureTypeCommon",
"totalWattage","TotalWattage","Wattage on whole lightfitting device with all sources intact.","total wattage","TotalWattage","Real","Pset_LightFixtureTypeCommon",
"isPluggableOutlet","IsPluggableOutlet","Indication of whether the outlet accepts a loose plug connection (= TRUE) or whether it is directly connected (= FALSE) or whether the form of connection has not yet been determined (= UNKNOWN).","is pluggable outlet","IsPluggableOutlet","String","Pset_OutletTypeCommon",
"numberOfSockets","NumberOfSockets","The number of sockets that may be connected. In case of inconsistency, sockets defined on ports take precedence.","number of sockets","NumberOfSockets","Integer","Pset_OutletTypeCommon",
"nominalCurrent","NominalCurrent","The nominal current that is designed to be measured.","nominal current","NominalCurrent","Real","Pset_ProtectiveDeviceBreakerUnitI2TCurve",
"voltageLevel","VoltageLevel","The voltage levels for which the data of the instance is valid. More than one value may be selected in the enumeration.","voltage level","VoltageLevel","String","Pset_ProtectiveDeviceBreakerUnitI2TCurve",
"icm60947","ICM60947","The making capacity in [A] for a circuit breaker or motor protection device tested in accordance with the IEC 60947 series.","icm60947","ICM60947","Real","Pset_ProtectiveDeviceBreakerUnitTypeMotorProtection",
"ics60947","ICS60947","The service breaking capacity in [A] for an object tested in accordance with the IEC 60947 series.","ics60947","ICS60947","Real","Pset_ProtectiveDeviceBreakerUnitTypeMotorProtection",
"icu60947","ICU60947","The ultimate breaking capacity in [A] for an object tested in accordance with the IEC 60947 series.","icu60947","ICU60947","Real","Pset_ProtectiveDeviceBreakerUnitTypeMotorProtection",
"icw60947","ICW60947","The thermal withstand current in [A] for a circuit breaker or motor protection device tested in accordance with the IEC 60947 series. The value shall be related to 1 s.","icw60947","ICW60947","Real","Pset_ProtectiveDeviceBreakerUnitTypeMotorProtection",
"groundFaultCurrentSetValue","GroundFaultCurrentSetValue","Ground fault current set value. The set value of the ground tripping current if adjustable.","ground fault current set value","GroundFaultCurrentSetValue","Real","Pset_ProtectiveDeviceOccurrence",
"idealShaftPower","IdealShaftPower","Compressor shaft power under ideal conditions.","ideal shaft power","IdealShaftPower","Real","Pset_CompressorTypeCommon",
"impellerDiameter","ImpellerDiameter","Diameter of object - used to scale performance of geometrically similar objects.","impeller diameter","ImpellerDiameter","Real","Pset_CompressorTypeCommon",
"maximumPartLoadRatio","MaximumPartLoadRatio","Maximum part load ratio as a fraction of nominal capacity.","maximum part load ratio","MaximumPartLoadRatio","Real","Pset_CompressorTypeCommon",
"minimumPartLoadRatio","MinimumPartLoadRatio","Minimum part load ratio as a fraction of nominal capacity.","minimum part load ratio","MinimumPartLoadRatio","Real","Pset_CompressorTypeCommon",
"nominalCapacity","NominalCapacity","The total nominal or volumetric capacity of the object.","nominal capacity","NominalCapacity","Real","Pset_CompressorTypeCommon",
"powerSource","PowerSource","Type of power driving the compressor.","power source","PowerSource","String","Pset_CompressorTypeCommon",
"refrigerantClass","RefrigerantClass","Refrigerant class used by the object.
CFC: Chlorofluorocarbons.
HCFC: Hydrochlorofluorocarbons.
HFC: Hydrofluorocarbons.","refrigerant class","RefrigerantClass","String","Pset_CompressorTypeCommon",
"externalSurfaceArea","ExternalSurfaceArea","External surface area (both primary and secondary area).","external surface area","ExternalSurfaceArea","Real","Pset_CondenserTypeCommon",
"internalRefrigerantVolume","InternalRefrigerantVolume","Internal volume of object (refrigerant side).","internal refrigerant volume","InternalRefrigerantVolume","Real","Pset_CondenserTypeCommon",
"internalSurfaceArea","InternalSurfaceArea","Internal surface area.","internal surface area","InternalSurfaceArea","Real","Pset_CondenserTypeCommon",
"internalWaterVolume","InternalWaterVolume","Internal volume of object (water side).","internal water volume","InternalWaterVolume","Real","Pset_CondenserTypeCommon",
"nominalHeatTransferArea","NominalHeatTransferArea","Nominal heat transfer surface area associated with nominal overall heat transfer coefficient.","nominal heat transfer area","NominalHeatTransferArea","Real","Pset_CondenserTypeCommon",
"nominalHeatTransferCoefficient","NominalHeatTransferCoefficient","Nominal overall heat transfer coefficient associated with nominal heat transfer area.","nominal heat transfer coefficient","NominalHeatTransferCoefficient","Real","Pset_CondenserTypeCommon",
"coilLength","CoilLength","Length of coil.","coil length","CoilLength","Real","Pset_CooledBeamTypeCommon",
"coilWidth","CoilWidth","Width of coil.","coil width","CoilWidth","Real","Pset_CooledBeamTypeCommon",
"integratedLightingType","IntegratedLightingType","Integrated lighting in cooled beam.","integrated lighting type","IntegratedLightingType","String","Pset_CooledBeamTypeCommon",
"isFreeHanging","IsFreeHanging","Is it free hanging type (not mounted in a false ceiling)?","is free hanging","IsFreeHanging","Boolean","Pset_CooledBeamTypeCommon",
"nominalCoolingCapacity","NominalCoolingCapacity","Nominal cooling capacity.","nominal cooling capacity","NominalCoolingCapacity","Real","Pset_CooledBeamTypeCommon",
"nominalHeatingCapacity","NominalHeatingCapacity","Nominal heating capacity.","nominal heating capacity","NominalHeatingCapacity","Real","Pset_CooledBeamTypeCommon",
"nominalReturnWaterTemperatureCooling","NominalReturnWaterTemperatureCooling","Nominal return water temperature (refers to nominal cooling capacity).","nominal return water temperature cooling","NominalReturnWaterTemperatureCooling","Real","Pset_CooledBeamTypeCommon",
"nominalReturnWaterTemperatureHeating","NominalReturnWaterTemperatureHeating","Nominal return water temperature (refers to nominal heating capacity).","nominal return water temperature heating","NominalReturnWaterTemperatureHeating","Real","Pset_CooledBeamTypeCommon",
"nominalSupplyWaterTemperatureCooling","NominalSupplyWaterTemperatureCooling","Nominal supply water temperature (refers to nominal cooling capacity).","nominal supply water temperature cooling","NominalSupplyWaterTemperatureCooling","Real","Pset_CooledBeamTypeCommon",
"nominalSupplyWaterTemperatureHeating","NominalSupplyWaterTemperatureHeating","Nominal supply water temperature (refers to nominal heating capacity).","nominal supply water temperature heating","NominalSupplyWaterTemperatureHeating","Real","Pset_CooledBeamTypeCommon",
"nominalSurroundingHumidityCooling","NominalSurroundingHumidityCooling","Nominal surrounding humidity (refers to nominal cooling capacity).","nominal surrounding humidity cooling","NominalSurroundingHumidityCooling","Real","Pset_CooledBeamTypeCommon",
"nominalSurroundingTemperatureCooling","NominalSurroundingTemperatureCooling","Nominal surrounding temperature (refers to nominal cooling capacity).","nominal surrounding temperature cooling","NominalSurroundingTemperatureCooling","Real","Pset_CooledBeamTypeCommon",
"nominalSurroundingTemperatureHeating","NominalSurroundingTemperatureHeating","Nominal surrounding temperature (refers to nominal heating capacity).","nominal surrounding temperature heating","NominalSurroundingTemperatureHeating","Real","Pset_CooledBeamTypeCommon",
"nominalWaterFlowCooling","NominalWaterFlowCooling","Nominal water flow (refers to nominal cooling capacity).","nominal water flow cooling","NominalWaterFlowCooling","Real","Pset_CooledBeamTypeCommon",
"nominalWaterFlowHeating","NominalWaterFlowHeating","Nominal water flow (refers to nominal heating capacity).","nominal water flow heating","NominalWaterFlowHeating","Real","Pset_CooledBeamTypeCommon",
"pipeConnection","PipeConnection","The manner in which the pipe connection is made to the cooled beam.","pipe connection","PipeConnection","String","Pset_CooledBeamTypeCommon",
"waterFlowControlSystemType","WaterFlowControlSystemType","Factory fitted waterflow control system.","water flow control system type","WaterFlowControlSystemType","String","Pset_CooledBeamTypeCommon",
"ambientDesignDryBulbTemperature","AmbientDesignDryBulbTemperature","Ambient design dry bulb temperature used for selecting the cooling tower.","ambient design dry bulb temperature","AmbientDesignDryBulbTemperature","Real","Pset_CoolingTowerTypeCommon",
"ambientDesignWetBulbTemperature","AmbientDesignWetBulbTemperature","Ambient design wet bulb temperature used for selecting the cooling tower.","ambient design wet bulb temperature","AmbientDesignWetBulbTemperature","Real","Pset_CoolingTowerTypeCommon",
"basinReserveVolume","BasinReserveVolume","Volume between operating and overflow levels in cooling tower basin.","basin reserve volume","BasinReserveVolume","Real","Pset_CoolingTowerTypeCommon",
"capacityControl","CapacityControl","FanCycling: Fan is cycled on and off to control duty.
TwoSpeedFan: Fan is switched between low and high speed to control duty.
VariableSpeedFan: Fan speed is varied to control duty.
DampersControl: Dampers modulate the air flow to control duty.
BypassValveControl: Bypass valve modulates the water flow to control duty.
MultipleSeriesPumps: Turn on/off multiple series pump to control duty.
TwoSpeedPump: Switch between high/low pump speed to control duty.
VariableSpeedPump: vary pump speed to control duty.","capacity control","CapacityControl","String","Pset_CoolingTowerTypeCommon",
"circuitType","CircuitType","OpenCircuit: Exposes water directly to the cooling atmosphere.
CloseCircuit: The fluid is separated from the atmosphere by a heat exchanger.
Wet: The air stream or the heat exchange surface is evaporatively cooled.
Dry: No evaporation into the air stream.
DryWet: A combination of a dry tower and a wet tower.","circuit type","CircuitType","String","Pset_CoolingTowerTypeCommon",
"controlStrategy","ControlStrategy","FixedExitingWaterTemp: The capacity is controlled to maintain a fixed exiting water temperature.
WetBulbTempReset: The set-point is reset based on the wet-bulb temperature.","control strategy","ControlStrategy","String","Pset_CoolingTowerTypeCommon",
"flowArrangement","FlowArrangement","Defines the basic flow arrangements for the heat exchanger or cooler tower:COUNTERFLOW: Air and water flow enter in different directions.
CROSSFLOW: Air and water flow are perpendicular.
PARALLELFLOW: Air and water flow enter in same directions.
MULTIPASS: Multipass flow heat exchanger arrangement. 
OTHER: Other type of heat exchanger flow arrangement not defined above.","flow arrangement","FlowArrangement","String","Pset_CoolingTowerTypeCommon",
"liftElevationDifference","LiftElevationDifference","Elevation difference between cooling tower sump and the top of the tower.","lift elevation difference","LiftElevationDifference","Real","Pset_CoolingTowerTypeCommon",
"numberOfCells","NumberOfCells","Number of cells in one cooling tower unit.","number of cells","NumberOfCells","Integer","Pset_CoolingTowerTypeCommon",
"operationTemperatureRange","OperationTemperatureRange","Allowable operation ambient air temperature range.","operation temperature range","OperationTemperatureRange","Real","Pset_CoolingTowerTypeCommon",
"sprayType","SprayType","SprayFilled: Water is sprayed into airflow.
SplashTypeFill: water cascades over successive rows of splash bars.
FilmTypeFill: water flows in a thin layer over closely spaced sheets.","spray type","SprayType","String","Pset_CoolingTowerTypeCommon",
"waterRequirement","WaterRequirement","Make-up water requirement.","water requirement","WaterRequirement","Real","Pset_CoolingTowerTypeCommon",
"sizingMethod","SizingMethod","Identifies whether the damper is sized nominally or with exact measurements:NOMINAL: Nominal sizing method.
EXACT: Exact sizing method.","sizing method","SizingMethod","String","Pset_DamperOccurrence",
"bladeAction","BladeAction","Blade action.","blade action","BladeAction","String","Pset_DamperTypeCommon",
"bladeEdge","BladeEdge","Blade edge.","blade edge","BladeEdge","String","Pset_DamperTypeCommon",
"bladeShape","BladeShape","Blade shape. Flat means triple V-groove.","blade shape","BladeShape","String","Pset_DamperTypeCommon",
"bladeThickness","BladeThickness","The thickness of the damper blade.","blade thickness","BladeThickness","Real","Pset_DamperTypeCommon",
"closeOffRating","CloseOffRating","Close off rating.","close off rating","CloseOffRating","Real","Pset_DamperTypeCommon",
"faceArea","FaceArea","Face area open to the airstream.","face area","FaceArea","Real","Pset_DamperTypeCommon",
"frameDepth","FrameDepth","The length (or depth) of the damper frame.","frame depth","FrameDepth","Real","Pset_DamperTypeCommon",
"frameThickness","FrameThickness","The thickness of the damper frame material.","frame thickness","FrameThickness","Real","Pset_DamperTypeCommon",
"frameType","FrameType","The type of frame used by the damper (e.g., Standard, Single Flange, Single Reversed Flange, Double Flange, etc.).","frame type","FrameType","String","Pset_DamperTypeCommon",
"leakageFullyClosed","LeakageFullyClosed","Leakage when fully closed.","leakage fully closed","LeakageFullyClosed","Real","Pset_DamperTypeCommon",
"maximumAirFlowRate","MaximumAirFlowRate","Maximum allowable air flow rate.","maximum air flow rate","MaximumAirFlowRate","Real","Pset_DamperTypeCommon",
"maximumWorkingPressure","MaximumWorkingPressure","Maximum pressure that the object is manufactured to withstand.","maximum working pressure","MaximumWorkingPressure","Real","Pset_DamperTypeCommon",
"numberofBlades","NumberofBlades","Number of blades.","numberof blades","NumberofBlades","Integer","Pset_DamperTypeCommon",
"openPressureDrop","OpenPressureDrop","Total pressure drop across damper.","open pressure drop","OpenPressureDrop","Real","Pset_DamperTypeCommon",
"operation","Operation","The operational mechanism for the damper operation.","operation","Operation","String","Pset_DamperTypeCommon",
"orientation","Orientation","The intended orientation for the damper as specified by the manufacturer.","orientation","Orientation","String","Pset_DamperTypeCommon",
"temperatureRating","TemperatureRating","Temperature rating.","temperature rating","TemperatureRating","Real","Pset_DamperTypeCommon",
"colour","Colour","Colour of this object.","colour","Colour","String","Pset_DuctFittingOccurrence",
"hasLiner","HasLiner","TRUE if the fitting has interior duct insulating lining, FALSE if it does not.","has liner","HasLiner","Boolean","Pset_DuctFittingOccurrence",
"interiorRoughnessCoefficient","InteriorRoughnessCoefficient","The interior roughness of the material of the object.","interior roughness coefficient","InteriorRoughnessCoefficient","Real","Pset_DuctFittingOccurrence",
"nominalMediaSurfaceVelocity","NominalMediaSurfaceVelocity","Average fluid velocity at the media surface.","nominal media surface velocity","NominalMediaSurfaceVelocity","Real","Pset_FilterTypeCommon",
"nominalParticleGeometricMeanDiameter","NominalParticleGeometricMeanDiameter","Particle geometric mean diameter associated with nominal efficiency.","nominal particle geometric mean diameter","NominalParticleGeometricMeanDiameter","Real","Pset_FilterTypeCommon",
"nominalParticleGeometricStandardDeviation","NominalParticleGeometricStandardDeviation","Particle geometric standard deviation associated with nominal efficiency.","nominal particle geometric standard deviation","NominalParticleGeometricStandardDeviation","Real","Pset_FilterTypeCommon",
"nominalPressureDrop","NominalPressureDrop","Total pressure drop across the filter.","nominal pressure drop","NominalPressureDrop","Real","Pset_FilterTypeCommon",
"flowMeterOurpose","FlowMeterOurpose","Enumeration defining the purpose of the flow meter occurrence.","flow meter ourpose","FlowMeterOurpose","String","Pset_FlowMeterOccurrence",
"readOutType","ReadOutType","Indication of the form that readout from the meter takes. In the case of a dial read out, this may comprise multiple dials that give a cumulative reading and/or a mechanical odometer.","read out type","ReadOutType","String","Pset_FlowMeterTypeCommon",
"remoteReading","RemoteReading","Indicates whether the meter has a connection for remote reading through connection of a communication device (set TRUE) or not (set FALSE).","remote reading","RemoteReading","Boolean","Pset_FlowMeterTypeCommon",
"humidifierApplication","HumidifierApplication","Humidifier application.Fixed: Humidifier installed in a ducted flow distribution system.
Portable: Humidifier is not installed in a ducted flow distribution system.","humidifier application","HumidifierApplication","String","Pset_HumidifierTypeCommon",
"internalControl","InternalControl","Internal modulation control.","internal control","InternalControl","String","Pset_HumidifierTypeCommon",
"nominalMoistureGain","NominalMoistureGain","Nominal rate of water vapor added into the airstream.","nominal moisture gain","NominalMoistureGain","Real","Pset_HumidifierTypeCommon",
"fittingLossFactor","FittingLossFactor","A factor that determines the pressure loss due to friction through the fitting.","fitting loss factor","FittingLossFactor","Real","Pset_PipeFittingTypeCommon",
"boltholePitch","BoltholePitch","Diameter of the circle along which the boltholes are placed.","bolthole pitch","BoltholePitch","Real","Pset_PipeConnectionFlanged",
"boltSize","BoltSize","Size of the bolts securing the flange.","bolt size","BoltSize","Real","Pset_PipeConnectionFlanged",
"boreSize","BoreSize","The nominal bore of the pipe flange.","bore size","BoreSize","Real","Pset_PipeConnectionFlanged",
"flangeDiameter","FlangeDiameter","Overall diameter of the flange.","flange diameter","FlangeDiameter","Real","Pset_PipeConnectionFlanged",
"flangeStandard","FlangeStandard","Designation of the standard describing the flange table.","flange standard","FlangeStandard","String","Pset_PipeConnectionFlanged",
"flangeTable","FlangeTable","Designation of the standard table to which the flange conforms.","flange table","FlangeTable","String","Pset_PipeConnectionFlanged",
"flangeThickness","FlangeThickness","Thickness of the material from which the pipe bend is constructed.","flange thickness","FlangeThickness","Real","Pset_PipeConnectionFlanged",
"numberOfBoltholes","NumberOfBoltholes","Number of boltholes in the flange.","number of boltholes","NumberOfBoltholes","Integer","Pset_PipeConnectionFlanged",
"gradient","Gradient","The gradient of the pipe segment.","gradient","Gradient","Real","Pset_PipeSegmentOccurrence",
"invertElevation","InvertElevation","The invert elevation relative to the datum established for the project.","invert elevation","InvertElevation","Real","Pset_PipeSegmentOccurrence",
